County,DwellingTypeDescr,AgeBand,CO2_decile,N
Galway,Detached house,I,"(3.65e+03,4.22e+03]",5
Laois,Detached house,G,"(7.83e+03,9.82e+03]",5
Louth,Detached house,K,"(6.56e+03,7.83e+03]",5
Carlow,Detached house,I,"(6.56e+03,7.83e+03]",5
Longford,Detached house,J,"(7.83e+03,9.82e+03]",5
Waterford,Detached house,J,"(9.82e+03,3.55e+04]",5
Cavan,Detached house,J,"(9.82e+03,3.55e+04]",5
Laois,Detached house,I,"(4.78e+03,5.57e+03]",5
Cork,Detached house,J,"(9.82e+03,3.55e+04]",5
Louth,Detached house,J,"(6.56e+03,7.83e+03]",5
Cork,Detached house,G,"(3.1e+03,3.65e+03]",5
Offaly,Detached house,H,"(9.82e+03,3.55e+04]",5
Laois,Detached house,J,"(4.78e+03,5.57e+03]",5
Wicklow,Detached house,G,"(4.78e+03,5.57e+03]",5
Sligo,Detached house,J,"(4.78e+03,5.57e+03]",5
Westmeath,Detached house,H,"(9.82e+03,3.55e+04]",5
Kildare,Detached house,J,"(4.22e+03,4.78e+03]",5
Louth,Detached house,K,"(4.78e+03,5.57e+03]",5
Donegal,Detached house,K,"(4.78e+03,5.57e+03]",5
Sligo,Detached house,H,"(4.78e+03,5.57e+03]",5
Dublin,Detached house,G,"(3.1e+03,3.65e+03]",5
Cork,Detached house,K,"(3.65e+03,4.22e+03]",5
Sligo,Mid-terrace house,J,"(2.5e+03,3.1e+03]",5
Kildare,Mid-terrace house,F,"(3.1e+03,3.65e+03]",5
Galway,Mid-terrace house,I,"(4.78e+03,5.57e+03]",5
Meath,Mid-terrace house,J,"(3.1e+03,3.65e+03]",5
Clare,Mid-terrace house,F,"(7.83e+03,9.82e+03]",5
Wexford,Mid-terrace house,G,"(3.1e+03,3.65e+03]",5
Limerick,Mid-terrace house,I,"(3.1e+03,3.65e+03]",5
Cavan,Mid-terrace house,J,"(3.65e+03,4.22e+03]",5
Tipperary,Mid-terrace house,J,"(3.65e+03,4.22e+03]",5
Wexford,Mid-terrace house,I,"(5.57e+03,6.56e+03]",5
Cavan,Mid-terrace house,I,"(3.65e+03,4.22e+03]",5
Cork,Mid-terrace house,J,"(4.22e+03,4.78e+03]",5
Kerry,Mid-terrace house,F,"(5.57e+03,6.56e+03]",5
Louth,Mid-terrace house,H,"[324,2.5e+03]",5
Cork,Mid-terrace house,G,"(4.22e+03,4.78e+03]",5
Monaghan,Mid-terrace house,J,"(3.65e+03,4.22e+03]",5
Limerick,Mid-terrace house,I,"(3.65e+03,4.22e+03]",5
Kilkenny,Mid-terrace house,I,"(3.1e+03,3.65e+03]",5
Meath,Mid-terrace house,I,"(3.65e+03,4.22e+03]",5
Kildare,Mid-terrace house,I,"(3.65e+03,4.22e+03]",5
Waterford,Mid-terrace house,J,"(3.1e+03,3.65e+03]",5
Limerick,Mid-terrace house,J,"(2.5e+03,3.1e+03]",5
Limerick,Mid-terrace house,I,"(7.83e+03,9.82e+03]",5
Galway,Mid-terrace house,I,"[324,2.5e+03]",5
Wicklow,Mid-terrace house,F,"(2.5e+03,3.1e+03]",5
Wicklow,Mid-terrace house,G,"[324,2.5e+03]",5
Tipperary,Mid-terrace house,F,"(3.1e+03,3.65e+03]",5
Wicklow,Mid-terrace house,G,"(3.1e+03,3.65e+03]",5
Cork,Mid-terrace house,I,"(4.22e+03,4.78e+03]",5
Dublin,Maisonette,J,"(3.1e+03,3.65e+03]",5
Galway,House,J,"(7.83e+03,9.82e+03]",5
Galway,House,G,"(9.82e+03,3.55e+04]",5
Donegal,House,I,"(5.57e+03,6.56e+03]",5
Galway,House,I,"(4.22e+03,4.78e+03]",5
Wexford,House,H,"(5.57e+03,6.56e+03]",5
Galway,House,G,"(7.83e+03,9.82e+03]",5
Galway,House,H,"(7.83e+03,9.82e+03]",5
Donegal,House,H,"(7.83e+03,9.82e+03]",5
Cork,Mid-terrace house,J,"(4.78e+03,5.57e+03]",5
Cork,Semi-detached house,C,"(7.83e+03,9.82e+03]",4
Dublin,Semi-detached house,B,"(7.83e+03,9.82e+03]",4
Louth,Semi-detached house,D,"(7.83e+03,9.82e+03]",4
Dublin,Semi-detached house,C,"(7.83e+03,9.82e+03]",4
Cork,Semi-detached house,E,"(6.56e+03,7.83e+03]",4
Offaly,Semi-detached house,E,"(9.82e+03,3.55e+04]",4
Dublin,End of terrace house,B,"(5.57e+03,6.56e+03]",4
Cork,End of terrace house,C,"(7.83e+03,9.82e+03]",4
Cork,End of terrace house,E,"(5.57e+03,6.56e+03]",4
Donegal,Detached house,A,"(9.82e+03,3.55e+04]",4
Tipperary,Detached house,D,"(4.78e+03,5.57e+03]",4
Leitrim,Detached house,D,"(9.82e+03,3.55e+04]",4
Clare,Detached house,C,"(9.82e+03,3.55e+04]",4
Leitrim,Detached house,E,"(6.56e+03,7.83e+03]",4
Westmeath,Detached house,C,"(7.83e+03,9.82e+03]",4
Louth,Detached house,E,"(7.83e+03,9.82e+03]",4
Westmeath,Detached house,E,"(5.57e+03,6.56e+03]",4
Westmeath,Detached house,B,"(7.83e+03,9.82e+03]",4
Offaly,Detached house,B,"(9.82e+03,3.55e+04]",4
Monaghan,Detached house,D,"(9.82e+03,3.55e+04]",4
Louth,Detached house,D,"(5.57e+03,6.56e+03]",4
Limerick,Detached house,B,"(9.82e+03,3.55e+04]",4
Monaghan,Detached house,E,"(6.56e+03,7.83e+03]",4
Dublin,Detached house,C,"(7.83e+03,9.82e+03]",4
Monaghan,Detached house,E,"(7.83e+03,9.82e+03]",4
Cork,Detached house,E,"(4.78e+03,5.57e+03]",4
Kildare,Detached house,E,"(5.57e+03,6.56e+03]",4
Cavan,Detached house,E,"(5.57e+03,6.56e+03]",4
Kilkenny,Detached house,E,"(6.56e+03,7.83e+03]",4
Carlow,Detached house,C,"(9.82e+03,3.55e+04]",4
Kilkenny,Detached house,E,"(7.83e+03,9.82e+03]",4
Galway,Detached house,E,"(4.22e+03,4.78e+03]",4
Limerick,Detached house,D,"(5.57e+03,6.56e+03]",4
Limerick,Detached house,E,"(5.57e+03,6.56e+03]",4
Galway,Detached house,C,"(7.83e+03,9.82e+03]",4
Roscommon,Detached house,E,"(7.83e+03,9.82e+03]",4
Waterford,Detached house,A,"(9.82e+03,3.55e+04]",4
Kildare,Detached house,C,"(7.83e+03,9.82e+03]",4
Kildare,Detached house,E,"(4.78e+03,5.57e+03]",4
Mayo,Detached house,A,"(9.82e+03,3.55e+04]",4
Roscommon,Detached house,D,"(7.83e+03,9.82e+03]",4
Mayo,Detached house,D,"(5.57e+03,6.56e+03]",4
Kilkenny,Detached house,D,"(7.83e+03,9.82e+03]",4
Dublin,Detached house,D,"(4.78e+03,5.57e+03]",4
Meath,Detached house,B,"(9.82e+03,3.55e+04]",4
Roscommon,Detached house,E,"(6.56e+03,7.83e+03]",4
Cork,Detached house,E,"(3.65e+03,4.22e+03]",4
Monaghan,Detached house,B,"(9.82e+03,3.55e+04]",4
Wexford,Detached house,D,"(6.56e+03,7.83e+03]",4
Kilkenny,Detached house,B,"(6.56e+03,7.83e+03]",4
Wicklow,Detached house,B,"(9.82e+03,3.55e+04]",4
Cavan,Detached house,D,"(5.57e+03,6.56e+03]",4
Galway,Detached house,C,"(5.57e+03,6.56e+03]",4
Clare,Detached house,D,"(4.22e+03,4.78e+03]",4
Meath,Detached house,D,"(5.57e+03,6.56e+03]",4
Mayo,Detached house,E,"(4.78e+03,5.57e+03]",4
Kerry,Detached house,C,"(6.56e+03,7.83e+03]",4
Kerry,Detached house,B,"(7.83e+03,9.82e+03]",4
Sligo,Detached house,E,"(6.56e+03,7.83e+03]",4
Wexford,Detached house,E,"(5.57e+03,6.56e+03]",4
Clare,Detached house,C,"(7.83e+03,9.82e+03]",4
Wicklow,Detached house,A,"(9.82e+03,3.55e+04]",4
Dublin,Detached house,E,"(4.22e+03,4.78e+03]",4
Galway,House,D,"(9.82e+03,3.55e+04]",4
Dublin,Ground-floor apartment,B,"(2.5e+03,3.1e+03]",4
Dublin,Ground-floor apartment,D,"[324,2.5e+03]",4
Dublin,Ground-floor apartment,B,"[324,2.5e+03]",4
Clare,End of terrace house,J,"(2.5e+03,3.1e+03]",4
Monaghan,Detached house,H,"(9.82e+03,3.55e+04]",4
Monaghan,Detached house,F,"(7.83e+03,9.82e+03]",4
Sligo,Detached house,F,"(6.56e+03,7.83e+03]",4
Laois,Detached house,H,"(4.22e+03,4.78e+03]",4
Waterford,Detached house,F,"(5.57e+03,6.56e+03]",4
Donegal,Detached house,J,"(4.22e+03,4.78e+03]",4
Roscommon,Detached house,H,"(7.83e+03,9.82e+03]",4
Tipperary,Detached house,G,"(4.78e+03,5.57e+03]",4
Donegal,Detached house,F,"(5.57e+03,6.56e+03]",4
Westmeath,Detached house,F,"(7.83e+03,9.82e+03]",4
Leitrim,Detached house,G,"(9.82e+03,3.55e+04]",4
Wicklow,Detached house,H,"(3.1e+03,3.65e+03]",4
Carlow,Detached house,G,"(7.83e+03,9.82e+03]",4
Donegal,Detached house,F,"(7.83e+03,9.82e+03]",4
Donegal,Detached house,G,"(4.22e+03,4.78e+03]",4
Roscommon,Detached house,H,"(5.57e+03,6.56e+03]",4
Roscommon,Detached house,H,"(9.82e+03,3.55e+04]",4
Laois,Detached house,F,"(6.56e+03,7.83e+03]",4
Kerry,Detached house,J,"(3.1e+03,3.65e+03]",4
Offaly,Detached house,I,"(4.78e+03,5.57e+03]",4
Cavan,Detached house,G,"(4.78e+03,5.57e+03]",4
Laois,Detached house,F,"(9.82e+03,3.55e+04]",4
Sligo,Detached house,G,"(6.56e+03,7.83e+03]",4
Carlow,Detached house,I,"(7.83e+03,9.82e+03]",4
Sligo,Detached house,H,"(6.56e+03,7.83e+03]",4
Sligo,Detached house,H,"(5.57e+03,6.56e+03]",4
Louth,Detached house,J,"(4.78e+03,5.57e+03]",4
Westmeath,Detached house,I,"(4.78e+03,5.57e+03]",4
Roscommon,Detached house,J,"(4.78e+03,5.57e+03]",4
Waterford,Detached house,F,"(6.56e+03,7.83e+03]",4
Westmeath,Detached house,G,"(4.78e+03,5.57e+03]",4
Monaghan,Detached house,H,"(7.83e+03,9.82e+03]",4
Laois,Detached house,I,"(3.65e+03,4.22e+03]",4
Westmeath,Detached house,G,"(6.56e+03,7.83e+03]",4
Louth,Detached house,H,"(3.1e+03,3.65e+03]",4
Kerry,Detached house,K,"(4.78e+03,5.57e+03]",4
Westmeath,Detached house,F,"(6.56e+03,7.83e+03]",4
Galway,Detached house,H,"(4.22e+03,4.78e+03]",4
Sligo,Detached house,F,"(7.83e+03,9.82e+03]",4
Carlow,Detached house,H,"(7.83e+03,9.82e+03]",4
Kildare,Detached house,G,"(4.22e+03,4.78e+03]",4
Kildare,Detached house,F,"(7.83e+03,9.82e+03]",4
Carlow,Detached house,J,"(5.57e+03,6.56e+03]",4
Waterford,Detached house,J,"(5.57e+03,6.56e+03]",4
Leitrim,Detached house,J,"(4.22e+03,4.78e+03]",4
Donegal,Mid-terrace house,I,"(3.65e+03,4.22e+03]",4
Wexford,House,H,"(7.83e+03,9.82e+03]",4
Meath,House,G,"(7.83e+03,9.82e+03]",4
Galway,House,F,"(6.56e+03,7.83e+03]",4
Roscommon,House,I,"(7.83e+03,9.82e+03]",4
Mayo,House,I,"(6.56e+03,7.83e+03]",4
Cork,House,G,"(4.78e+03,5.57e+03]",4
Louth,Ground-floor apartment,I,"[324,2.5e+03]",4
Kildare,Ground-floor apartment,I,"(3.65e+03,4.22e+03]",4
Meath,Ground-floor apartment,J,"(2.5e+03,3.1e+03]",4
Wexford,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",4
Wicklow,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",4
Sligo,Ground-floor apartment,J,"(3.1e+03,3.65e+03]",4
Donegal,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",4
Limerick,Ground-floor apartment,J,"(2.5e+03,3.1e+03]",4
Wexford,Ground-floor apartment,J,"(2.5e+03,3.1e+03]",4
Cavan,Detached house,G,"(9.82e+03,3.55e+04]",4
Kilkenny,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",4
Galway,Ground-floor apartment,H,"(3.1e+03,3.65e+03]",4
Cavan,Ground-floor apartment,J,"(2.5e+03,3.1e+03]",4
Meath,Ground-floor apartment,H,"[324,2.5e+03]",4
Galway,Maisonette,I,"(3.65e+03,4.22e+03]",4
Dublin,Maisonette,G,"(3.1e+03,3.65e+03]",4
Donegal,House,I,"(6.56e+03,7.83e+03]",4
Dublin,House,J,"(4.22e+03,4.78e+03]",4
Wexford,House,I,"(6.56e+03,7.83e+03]",4
Galway,Ground-floor apartment,I,"(3.65e+03,4.22e+03]",4
Galway,Ground-floor apartment,H,"(2.5e+03,3.1e+03]",4
Cork,Ground-floor apartment,H,"(4.22e+03,4.78e+03]",4
Kerry,Ground-floor apartment,I,"(3.65e+03,4.22e+03]",4
Galway,Ground-floor apartment,I,"(4.22e+03,4.78e+03]",4
Dublin,Mid-floor apartment,E,"[324,2.5e+03]",4
Dublin,Mid-floor apartment,E,"(4.22e+03,4.78e+03]",4
Dublin,Top-floor apartment,F,"[324,2.5e+03]",4
Dublin,Top-floor apartment,I,"(3.65e+03,4.22e+03]",4
Meath,Mid-floor apartment,J,"[324,2.5e+03]",4
Dublin,Mid-floor apartment,F,"[324,2.5e+03]",4
Limerick,Mid-floor apartment,J,"(2.5e+03,3.1e+03]",4
Dublin,Mid-floor apartment,F,"(3.1e+03,3.65e+03]",4
Galway,Mid-floor apartment,I,"[324,2.5e+03]",4
Kildare,Top-floor apartment,J,"(3.1e+03,3.65e+03]",4
Cork,Mid-floor apartment,I,"(3.1e+03,3.65e+03]",4
Dublin,Mid-floor apartment,J,"(3.65e+03,4.22e+03]",4
Dublin,Mid-floor apartment,J,"(4.22e+03,4.78e+03]",4
Dublin,Semi-detached house,C,"(9.82e+03,3.55e+04]",4
Kildare,Semi-detached house,E,"(6.56e+03,7.83e+03]",4
Meath,Semi-detached house,E,"(7.83e+03,9.82e+03]",4
Cork,Semi-detached house,C,"(5.57e+03,6.56e+03]",4
Dublin,End of terrace house,E,"(2.5e+03,3.1e+03]",4
Dublin,End of terrace house,D,"(3.1e+03,3.65e+03]",4
Dublin,End of terrace house,D,"(7.83e+03,9.82e+03]",4
Dublin,Mid-terrace house,E,"(6.56e+03,7.83e+03]",4
Cork,Mid-terrace house,D,"(4.22e+03,4.78e+03]",4
Dublin,Mid-terrace house,B,"(4.22e+03,4.78e+03]",4
Cork,Mid-terrace house,D,"(5.57e+03,6.56e+03]",4
Cork,Mid-terrace house,A,"(7.83e+03,9.82e+03]",4
Leitrim,Semi-detached house,J,"(3.65e+03,4.22e+03]",4
Galway,Semi-detached house,K,"(3.1e+03,3.65e+03]",4
Galway,Semi-detached house,K,"(2.5e+03,3.1e+03]",4
Waterford,Semi-detached house,K,"[324,2.5e+03]",4
Tipperary,Semi-detached house,K,"[324,2.5e+03]",4
Westmeath,Semi-detached house,K,"[324,2.5e+03]",4
Carlow,Semi-detached house,K,"[324,2.5e+03]",4
Louth,End of terrace house,J,"(3.65e+03,4.22e+03]",4
Wexford,End of terrace house,J,"(4.22e+03,4.78e+03]",4
Carlow,End of terrace house,J,"(3.1e+03,3.65e+03]",4
Limerick,End of terrace house,J,"(2.5e+03,3.1e+03]",4
Kilkenny,Detached house,J,"(4.78e+03,5.57e+03]",4
Meath,Detached house,J,"(3.65e+03,4.22e+03]",4
Cork,Detached house,K,"[324,2.5e+03]",4
Clare,Detached house,K,"[324,2.5e+03]",4
Laois,Mid-terrace house,J,"[324,2.5e+03]",4
Cork,House,J,"(6.56e+03,7.83e+03]",4
Kerry,Semi-detached house,I,"(3.65e+03,4.22e+03]",4
Cavan,Semi-detached house,I,"(4.22e+03,4.78e+03]",4
Cavan,Semi-detached house,I,"(3.1e+03,3.65e+03]",4
Longford,Semi-detached house,I,"(3.65e+03,4.22e+03]",4
Clare,Semi-detached house,I,"(4.22e+03,4.78e+03]",4
Wexford,Semi-detached house,G,"(4.78e+03,5.57e+03]",4
Wicklow,Semi-detached house,G,"(4.78e+03,5.57e+03]",4
Mayo,Semi-detached house,G,"(4.22e+03,4.78e+03]",4
Limerick,Semi-detached house,F,"(4.78e+03,5.57e+03]",4
Kerry,Semi-detached house,J,"(3.1e+03,3.65e+03]",4
Wexford,Semi-detached house,H,"(6.56e+03,7.83e+03]",4
Mayo,Semi-detached house,H,"(4.22e+03,4.78e+03]",4
Clare,Semi-detached house,J,"(4.78e+03,5.57e+03]",4
Tipperary,Semi-detached house,G,"(5.57e+03,6.56e+03]",4
Donegal,Semi-detached house,G,"(4.22e+03,4.78e+03]",4
Westmeath,Semi-detached house,H,"(6.56e+03,7.83e+03]",4
Kilkenny,Semi-detached house,I,"(5.57e+03,6.56e+03]",4
Wexford,Semi-detached house,H,"(7.83e+03,9.82e+03]",4
Cavan,Semi-detached house,J,"(5.57e+03,6.56e+03]",4
Wicklow,Semi-detached house,G,"(2.5e+03,3.1e+03]",4
Kildare,Semi-detached house,J,"(5.57e+03,6.56e+03]",4
Laois,Semi-detached house,I,"(6.56e+03,7.83e+03]",4
Limerick,Semi-detached house,J,"(7.83e+03,9.82e+03]",4
Kildare,Semi-detached house,F,"(4.22e+03,4.78e+03]",4
Wicklow,Semi-detached house,J,"(2.5e+03,3.1e+03]",4
Galway,Semi-detached house,F,"(4.78e+03,5.57e+03]",4
Wicklow,Semi-detached house,H,"(2.5e+03,3.1e+03]",4
Tipperary,Semi-detached house,H,"(6.56e+03,7.83e+03]",4
Louth,Semi-detached house,F,"(6.56e+03,7.83e+03]",4
Galway,Semi-detached house,G,"(7.83e+03,9.82e+03]",4
Limerick,Semi-detached house,G,"(7.83e+03,9.82e+03]",4
Sligo,Semi-detached house,G,"(4.78e+03,5.57e+03]",4
Mayo,Semi-detached house,G,"(4.78e+03,5.57e+03]",4
Offaly,Semi-detached house,H,"(5.57e+03,6.56e+03]",4
Mayo,Semi-detached house,I,"(3.65e+03,4.22e+03]",4
Monaghan,Semi-detached house,H,"(5.57e+03,6.56e+03]",4
Westmeath,Semi-detached house,F,"(5.57e+03,6.56e+03]",4
Meath,Semi-detached house,G,"(5.57e+03,6.56e+03]",4
Waterford,Semi-detached house,F,"(4.78e+03,5.57e+03]",4
Kerry,Semi-detached house,F,"(4.78e+03,5.57e+03]",4
Sligo,Semi-detached house,I,"(3.65e+03,4.22e+03]",4
Cork,Semi-detached house,I,"(7.83e+03,9.82e+03]",4
Wexford,Semi-detached house,H,"(4.22e+03,4.78e+03]",4
Kildare,Semi-detached house,F,"(3.1e+03,3.65e+03]",4
Limerick,Semi-detached house,H,"(6.56e+03,7.83e+03]",4
Kilkenny,Semi-detached house,H,"(4.22e+03,4.78e+03]",4
Kildare,Semi-detached house,F,"(4.78e+03,5.57e+03]",4
Meath,Semi-detached house,F,"(3.65e+03,4.22e+03]",4
Cork,Semi-detached house,J,"(5.57e+03,6.56e+03]",4
Wexford,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Louth,End of terrace house,H,"(3.1e+03,3.65e+03]",4
Tipperary,End of terrace house,J,"(4.78e+03,5.57e+03]",4
Meath,End of terrace house,I,"(4.78e+03,5.57e+03]",4
Galway,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Louth,End of terrace house,G,"(4.22e+03,4.78e+03]",4
Kildare,End of terrace house,J,"(2.5e+03,3.1e+03]",4
Wicklow,End of terrace house,F,"(4.78e+03,5.57e+03]",4
Kilkenny,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Carlow,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Cavan,End of terrace house,I,"(4.22e+03,4.78e+03]",4
Meath,End of terrace house,J,"(3.65e+03,4.22e+03]",4
Limerick,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Cork,End of terrace house,J,"(4.22e+03,4.78e+03]",4
Tipperary,End of terrace house,J,"(4.22e+03,4.78e+03]",4
Kildare,End of terrace house,I,"(3.65e+03,4.22e+03]",4
Kerry,End of terrace house,I,"(5.57e+03,6.56e+03]",4
Louth,End of terrace house,H,"(2.5e+03,3.1e+03]",4
Cork,End of terrace house,I,"(4.78e+03,5.57e+03]",4
Westmeath,Detached house,H,"(4.78e+03,5.57e+03]",4
Limerick,Detached house,I,"(3.1e+03,3.65e+03]",4
Wicklow,Detached house,I,"(9.82e+03,3.55e+04]",4
Dublin,Detached house,F,"(2.5e+03,3.1e+03]",4
Westmeath,Detached house,J,"(7.83e+03,9.82e+03]",4
Wexford,Detached house,J,"(3.65e+03,4.22e+03]",4
Roscommon,Detached house,H,"(6.56e+03,7.83e+03]",4
Clare,Detached house,J,"(9.82e+03,3.55e+04]",4
Laois,Detached house,J,"(2.5e+03,3.1e+03]",4
Galway,Detached house,K,"(6.56e+03,7.83e+03]",4
Wicklow,Detached house,H,"(4.22e+03,4.78e+03]",4
Sligo,Detached house,H,"(4.22e+03,4.78e+03]",4
Westmeath,Detached house,J,"(4.22e+03,4.78e+03]",4
Louth,Detached house,H,"(7.83e+03,9.82e+03]",4
Dublin,Detached house,H,"(3.65e+03,4.22e+03]",4
Sligo,Detached house,I,"(4.78e+03,5.57e+03]",4
Tipperary,Detached house,G,"(4.22e+03,4.78e+03]",4
Tipperary,Detached house,J,"(2.5e+03,3.1e+03]",4
Monaghan,Detached house,G,"(7.83e+03,9.82e+03]",4
Louth,Detached house,J,"(7.83e+03,9.82e+03]",4
Galway,Detached house,I,"(3.1e+03,3.65e+03]",4
Kerry,Mid-terrace house,J,"(3.1e+03,3.65e+03]",4
Tipperary,Mid-terrace house,J,"(3.1e+03,3.65e+03]",4
Wicklow,Mid-terrace house,J,"[324,2.5e+03]",4
Louth,Mid-terrace house,G,"[324,2.5e+03]",4
Tipperary,Mid-terrace house,I,"(4.22e+03,4.78e+03]",4
Louth,Mid-terrace house,F,"(2.5e+03,3.1e+03]",4
Louth,Mid-terrace house,G,"(2.5e+03,3.1e+03]",4
Offaly,Mid-terrace house,I,"(3.65e+03,4.22e+03]",4
Limerick,Mid-terrace house,I,"(4.22e+03,4.78e+03]",4
Kerry,Mid-terrace house,I,"(4.22e+03,4.78e+03]",4
Wicklow,Mid-terrace house,I,"[324,2.5e+03]",4
Limerick,Mid-terrace house,G,"(3.1e+03,3.65e+03]",4
Offaly,Mid-terrace house,J,"(3.65e+03,4.22e+03]",4
Longford,Mid-terrace house,J,"(3.65e+03,4.22e+03]",4
Waterford,Mid-terrace house,G,"(2.5e+03,3.1e+03]",4
Meath,Mid-terrace house,J,"(3.65e+03,4.22e+03]",4
Cork,Mid-terrace house,F,"(4.78e+03,5.57e+03]",4
Limerick,Mid-terrace house,H,"(2.5e+03,3.1e+03]",4
Limerick,Mid-terrace house,G,"(2.5e+03,3.1e+03]",4
Galway,Mid-terrace house,I,"(4.22e+03,4.78e+03]",4
Kilkenny,Mid-terrace house,J,"[324,2.5e+03]",4
Wicklow,Mid-terrace house,I,"(3.65e+03,4.22e+03]",4
Waterford,Mid-terrace house,I,"(3.65e+03,4.22e+03]",4
Cork,Mid-terrace house,H,"[324,2.5e+03]",4
Donegal,Mid-terrace house,J,"(3.65e+03,4.22e+03]",4
Mayo,Mid-terrace house,I,"(4.78e+03,5.57e+03]",4
Cork,House,I,"(3.1e+03,3.65e+03]",4
Galway,House,I,"(9.82e+03,3.55e+04]",4
Donegal,House,H,"(6.56e+03,7.83e+03]",4
Cork,House,I,"(4.22e+03,4.78e+03]",4
Cork,House,I,"(4.78e+03,5.57e+03]",4
Donegal,House,I,"(7.83e+03,9.82e+03]",4
Dublin,House,G,"(5.57e+03,6.56e+03]",4
Meath,Detached house,K,"[324,2.5e+03]",4
Donegal,Detached house,K,"(4.22e+03,4.78e+03]",4
Dublin,Mid-terrace house,B,"(3.65e+03,4.22e+03]",4
Cork,Semi-detached house,E,"(7.83e+03,9.82e+03]",3
Roscommon,Detached house,A,"(7.83e+03,9.82e+03]",3
Kildare,Semi-detached house,C,"(9.82e+03,3.55e+04]",3
Kildare,Semi-detached house,D,"(9.82e+03,3.55e+04]",3
Wicklow,Semi-detached house,C,"(9.82e+03,3.55e+04]",3
Wexford,Semi-detached house,D,"(6.56e+03,7.83e+03]",3
Monaghan,Semi-detached house,C,"(9.82e+03,3.55e+04]",3
Louth,Semi-detached house,C,"(4.78e+03,5.57e+03]",3
Donegal,Semi-detached house,E,"(4.78e+03,5.57e+03]",3
Carlow,Semi-detached house,E,"(7.83e+03,9.82e+03]",3
Wicklow,Semi-detached house,E,"(7.83e+03,9.82e+03]",3
Westmeath,Semi-detached house,E,"(7.83e+03,9.82e+03]",3
Wicklow,Semi-detached house,C,"(6.56e+03,7.83e+03]",3
Kildare,Semi-detached house,E,"(4.78e+03,5.57e+03]",3
Cork,Semi-detached house,E,"(3.65e+03,4.22e+03]",3
Cork,Semi-detached house,D,"(4.22e+03,4.78e+03]",3
Limerick,Semi-detached house,E,"(5.57e+03,6.56e+03]",3
Waterford,Semi-detached house,E,"(6.56e+03,7.83e+03]",3
Dublin,End of terrace house,C,"(4.22e+03,4.78e+03]",3
Dublin,End of terrace house,C,"(3.1e+03,3.65e+03]",3
Dublin,End of terrace house,C,"(5.57e+03,6.56e+03]",3
Dublin,End of terrace house,B,"(4.78e+03,5.57e+03]",3
Louth,Detached house,C,"(7.83e+03,9.82e+03]",3
Dublin,Detached house,B,"(6.56e+03,7.83e+03]",3
Louth,Detached house,B,"(7.83e+03,9.82e+03]",3
Wicklow,Detached house,E,"(6.56e+03,7.83e+03]",3
Longford,Detached house,D,"(6.56e+03,7.83e+03]",3
Laois,Detached house,D,"(6.56e+03,7.83e+03]",3
Donegal,Detached house,D,"(4.78e+03,5.57e+03]",3
Carlow,Detached house,E,"(4.78e+03,5.57e+03]",3
Kildare,Detached house,D,"(5.57e+03,6.56e+03]",3
Waterford,Detached house,D,"(7.83e+03,9.82e+03]",3
Waterford,Detached house,D,"(6.56e+03,7.83e+03]",3
Sligo,Detached house,E,"(5.57e+03,6.56e+03]",3
Offaly,Detached house,D,"(6.56e+03,7.83e+03]",3
Cavan,Detached house,E,"(6.56e+03,7.83e+03]",3
Mayo,Detached house,C,"(5.57e+03,6.56e+03]",3
Roscommon,Detached house,D,"(4.78e+03,5.57e+03]",3
Mayo,Detached house,C,"(4.78e+03,5.57e+03]",3
Meath,Detached house,A,"(7.83e+03,9.82e+03]",3
Limerick,Detached house,E,"(4.78e+03,5.57e+03]",3
Longford,Detached house,D,"(7.83e+03,9.82e+03]",3
Limerick,Detached house,D,"(4.78e+03,5.57e+03]",3
Tipperary,Detached house,C,"(6.56e+03,7.83e+03]",3
Galway,Detached house,B,"(6.56e+03,7.83e+03]",3
Meath,Detached house,E,"(4.22e+03,4.78e+03]",3
Waterford,Detached house,B,"(7.83e+03,9.82e+03]",3
Meath,Detached house,C,"(6.56e+03,7.83e+03]",3
Carlow,Detached house,E,"(3.65e+03,4.22e+03]",3
Leitrim,Detached house,B,"(7.83e+03,9.82e+03]",3
Cavan,Detached house,D,"(7.83e+03,9.82e+03]",3
Cork,Detached house,D,"(3.1e+03,3.65e+03]",3
Kilkenny,Detached house,E,"(9.82e+03,3.55e+04]",3
Carlow,Detached house,D,"(5.57e+03,6.56e+03]",3
Kildare,Detached house,E,"(4.22e+03,4.78e+03]",3
Longford,Detached house,E,"(6.56e+03,7.83e+03]",3
Clare,Detached house,D,"(6.56e+03,7.83e+03]",3
Longford,Detached house,A,"(9.82e+03,3.55e+04]",3
Offaly,Detached house,E,"(6.56e+03,7.83e+03]",3
Wicklow,Detached house,D,"(7.83e+03,9.82e+03]",3
Leitrim,Detached house,D,"(7.83e+03,9.82e+03]",3
Meath,Detached house,A,"(9.82e+03,3.55e+04]",3
